T..Majority.protein.IDs	DomA_c_1_mean	DomA_c_2_mean	DomA_c_3_mean	DomB_c_1_mean	DomB_c_2_mean	DomB_c_3_mean	CTRL_c_1_mean	CTRL_c_2_mean	CTRL_c_3_mean
B7Z028	27.17276667	27.31526667	30.24856667	27.4097	30.04236667	27.24236667	29.02236667	28.2914	30.63343333
B7Z031	26.6107	24.30746667	25.5212	23.88416667	23.5164	26.3355	25.42043333	25.23253333	23.97823333
B7Z043	26.5594	28.10333333	24.93916667	27.89466667	26.6943	27.68726667	28.0856	27.90553333	27.8552
B7Z073	24.94556667	24.29053333	24.9287	23.3353	24.05873333	24.4905	25.1101	25.16403333	25.33413333
B7Z0B0	27.51026667	28.0673	27.05876667	27.7997	27.52106667	27.80056667	27.3039	26.96636667	27.1744
B7Z0D7	29.7812	29.83663333	29.2133	29.87786667	29.0525	29.0163	29.21226667	29.61393333	29.70536667
B7Z0E0	28.68266667	27.85513333	28.4623	27.526	27.12603333	28.67136667	27.97036667	27.9686	26.59896667
B7Z0I8	32.45436667	31.42656667	31.47996667	31.19043333	31.65446667	32.22973333	32.28793333	32.46703333	32.25266667
B7Z0M0	26.01616667	25.33436667	25.0631	25.69073333	24.39293333	25.81393333	26.4818	25.45376667	24.56623333
B7Z0Q1	26.42213333	26.0028	26.62896667	25.73276667	26.281	26.60363333	26.2345	26.09626667	26.15906667
B7Z126	28.49423333	28.7968	28.2926	28.53126667	28.03583333	28.65583333	28.21106667	28.7793	28.94896667
B8A403	25.42843333	24.33663333	23.40493333	24.63556667	24.85196667	24.19496667	24.04763333	24.7773	25.5179
B9A0M7	28.20193333	28.16496667	27.79506667	28.22436667	27.71046667	28.10283333	27.97866667	27.92623333	27.9372
C0HKA1;C0HKA0	33.62436667	33.48746667	33.95146667	33.601	33.8416	33.5017	33.19416667	33.2257	33.76606667
C0HL67;C0HL66	26.0768	23.75446667	25.7915	24.18853333	29.1611	27.32396667	25.47763333	25.41606667	26.68866667
Q86DS1;C4NYP8	26.9141	26.37323333	26.39293333	26.17353333	25.46523333	27.35306667	26.7283	27.1306	26.3218
C6SV36	26.00613333	28.3009	26.09806667	25.90076667	24.35796667	28.67416667	27.54323333	25.71946667	24.17836667
D3DML3	27.28386667	26.07233333	27.36203333	26.21506667	26.93673333	27.3477	27.2784	27.53096667	26.114
D5AEK7	30.4605	29.79006667	29.60003333	29.87793333	30.00506667	30.2916	29.3999	29.9559	29.66066667
D6W4T8	25.4359	24.13046667	25.7236	24.76473333	24.8746	25.96303333	25.52453333	24.9126	24.19146667
E1JGL8	33.36253333	32.48713333	33.20416667	33.0185	32.6147	32.74993333	33.07333333	33.19186667	32.9287
E1JH25	30.12226667	29.9152	28.97523333	29.99243333	29.0529	29.52093333	29.711	30.07513333	29.8258
E1JH39	26.83096667	27.09766667	26.40516667	26.59896667	26.46743333	26.3229	26.43706667	24.6858	25.8671
E1JHB7	33.0045	32.33763333	32.29773333	31.99063333	30.91913333	32.9782	32.63833333	32.03593333	31.46793333
E1JHE4	30.26303333	30.30476667	30.53473333	30.49366667	30.45003333	30.39956667	30.23693333	30.79703333	30.59596667
E1JIH3;Q8INN6	30.9101	30.83943333	30.47743333	30.65453333	31.46326667	30.8004	30.80056667	30.75586667	30.9298
E1JIH4	31.46223333	31.64083333	31.016	31.30506667	31.19953333	30.9536	31.52246667	31.24853333	31.03766667
E1JIT7	27.95303333	29.6809	29.03423333	29.51963333	29.36913333	29.90636667	30.05743333	29.1879	29.10803333
E1JIZ7	26.41433333	26.68263333	27.97096667	28.0019	28.06956667	27.6982	26.665	28.28453333	26.83493333
E1JJR3	25.93773333	25.8852	26.5827	26.48173333	26.83906667	25.87796667	25.98953333	26.24123333	26.81926667
E1JJS1	24.17406667	24.25546667	24.78503333	23.77543333	25.0789	23.8092	24.42693333	24.23713333	27.94666667
E2QCS8	31.5077	31.35586667	31.34793333	31.47813333	31.3973	31.42466667	31.16926667	31.20586667	31.06846667
E2QD16	29.9951	30.47683333	29.13923333	30.36233333	28.80286667	29.39956667	29.4638	29.6716	29.76346667
F0JAQ8	26.29883333	25.863	26.6489	26.60093333	26.04013333	26.30676667	26.12396667	26.3879	26.866
F2FB81	25.41433333	26.04446667	24.40923333	25.3215	24.6906	25.98656667	26.12913333	24.87123333	24.07723333
F3YDF1	29.89036667	29.83396667	29.965	29.71623333	29.72826667	29.57543333	29.86526667	29.97046667	30.1467
M9MRJ4	29.60973333	29.64636667	29.97053333	29.23653333	29.9419	29.6688	29.631	29.39876667	29.34803333
M9MS48	25.99726667	27.32003333	28.33723333	26.22546667	27.8598	26.4505	27.17316667	27.10776667	27.92203333
M9MSG8	31.37506667	30.84173333	31.6619	30.56556667	31.76226667	30.893	31.56566667	30.97983333	31.05113333
M9MSL3	27.8637	26.82006667	28.01916667	27.0977	26.19546667	28.26843333	27.30336667	27.32573333	25.84883333
M9MSL4	28.0052	28.33066667	26.5841	27.87176667	26.53293333	27.39723333	27.891	27.86266667	27.60406667
M9ND00	33.1844	32.6505	32.17193333	32.56536667	34.00226667	31.54173333	33.50906667	32.5062	32.94876667
M9ND53	24.00876667	23.83223333	23.7848	23.51936667	23.5042	24.11106667	24.0315	24.0269	23.94813333
M9NDA3	23.75633333	24.39043333	24.21023333	24.01563333	23.28516667	23.63133333	23.8412	23.42026667	24.1016
M9NEB2	24.67603333	25.12893333	24.8838	24.92566667	24.57413333	25.19003333	25.64503333	25.1656	24.80316667
M9NEH9	24.24596667	25.96586667	25.8794	25.94583333	26.28353333	26.03396667	25.73956667	23.8161	24.17006667
M9NF14	29.655	29.33336667	30.65723333	29.497	30.37663333	29.90483333	29.81993333	30.5554	30.58193333
M9NFF9	27.35453333	27.4212	27.78563333	26.83426667	26.54756667	26.80473333	26.62866667	26.44473333	25.76823333
M9NFH8	25.59143333	25.32266667	25.67633333	25.04473333	25.30493333	26.08473333	25.614	25.7876	24.85896667
M9NFI9	27.77703333	28.64113333	28.35183333	28.271	28.0767	28.13603333	28.39713333	28.3262	28.38243333
M9NGJ4	25.0606	24.06723333	24.16066667	24.5863	24.35566667	25.21553333	25.31633333	24.84866667	24.36636667
M9NGP0	26.3865	26.68943333	25.73386667	26.23886667	25.1194	26.09743333	25.75946667	25.50533333	25.46963333
M9PB06	24.40233333	24.4954	24.32873333	23.78886667	23.59626667	25.21043333	24.84966667	25.0038	24.87273333
M9PB41	23.53423333	23.943	23.97376667	23.2711	24.46853333	24.15383333	24.11073333	25.6512	24.00456667
M9PBC6	24.93996667	25.47546667	25.09443333	25.59066667	25.8131	25.85523333	26.1036	25.98406667	24.845
M9PBE2	28.8088	29.86753333	28.21146667	29.38083333	28.07753333	28.63173333	28.95913333	28.9796	29.21143333
M9PBJ1	23.6055	25.1235	23.91053333	23.17166667	23.62106667	24.00873333	24.14153333	27.47543333	27.29723333
M9PBR6	28.7238	29.4562	28.0867	28.98326667	28.0613	28.84573333	29.1055	29.52026667	29.42766667
M9PBV2	27.74276667	27.158	27.4952	27.32236667	27.3942	27.62383333	27.50066667	28.13203333	27.94563333
M9PBX3	25.95686667	26.32083333	26.10996667	25.86743333	23.89036667	26.5807	26.12973333	25.9821	24.6062
M9PC46	27.29433333	24.7955	27.74903333	25.38883333	23.2452	27.74133333	26.68726667	26.4788	24.62333333
M9PC99	27.2989	26.86893333	26.2257	26.9963	26.89533333	27.74273333	27.55336667	27.44923333	25.9806
M9PCG3	27.0277	27.6497	26.97463333	27.0604	26.55556667	26.9367	27.2592	27.5201	27.39166667
M9PCP3	26.2591	26.30333333	26.12413333	26.09016667	26.40626667	26.58866667	26.1886	26.2297	26.18483333
M9PD12	23.9558	23.87356667	24.0028	24.04856667	23.66536667	23.86906667	23.79956667	25.4596	25.3741
M9PD30	26.16523333	26.04516667	26.2387	25.6873	24.98973333	26.3556	25.26003333	25.26983333	24.71376667
M9PDC4	25.158	24.888	24.6095	24.9014	24.42376667	26.62993333	25.1187	24.734	24.43606667
M9PDE6	27.53623333	26.92926667	26.35876667	27.5216	27.54936667	27.1628	27.06213333	26.22293333	26.59566667
M9PDI0	26.5423	27.04466667	25.33896667	27.32763333	24.0296	27.82696667	26.1428	24.88543333	24.1575
M9PDM4	26.83896667	26.63646667	27.3084	25.8945	26.61703333	26.79123333	26.81576667	26.42253333	26.20293333
M9PDQ9	24.94693333	26.18506667	28.74603333	24.96456667	27.67006667	27.16513333	27.86083333	27.651	26.3544
M9PDW8	29.22723333	29.54873333	29.27733333	30.01593333	31.05256667	31.16026667	31.02753333	30.1154	29.9415
M9PE01	28.7818	29.22973333	29.3228	29.39086667	28.38586667	29.75143333	29.2159	28.98706667	28.65236667
M9PE35	26.17303333	25.4993	25.7705	25.6176	25.35943333	26.73163333	25.9513	26.94423333	26.5487
M9PEG6	26.9497	26.86973333	27.72943333	26.71656667	26.8283	27.64373333	26.9111	27.29173333	26.57493333
M9PEI6	24.48556667	24.24863333	24.11666667	24.69506667	23.5118	24.0322	24.91953333	25.45103333	25.53806667
M9PEW1	24.18053333	23.77556667	27.50223333	23.9401	26.75416667	24.27203333	25.48823333	25.05386667	27.01223333
M9PEZ6	25.5238	25.61536667	25.61763333	25.37596667	25.719	25.62896667	25.29313333	25.8268	25.18406667
M9PF20	27.33206667	27.56883333	27.60356667	27.79653333	27.6458	27.81693333	28.4797	27.99676667	28.60776667
M9PF47	27.9885	27.77616667	27.24186667	27.88436667	26.93413333	27.60493333	27.95786667	28.29226667	28.19333333
M9PF61	27.6213	26.89796667	27.80166667	26.44023333	26.34106667	27.66246667	27.93363333	27.60286667	26.66616667
M9PF79	24.71176667	25.39273333	24.59216667	25.4393	25.5681	24.87483333	24.89373333	25.29643333	25.61716667
M9PFG1	30.0483	29.6115	30.1752	30.14906667	30.14653333	29.9948	30.0388	30.4897	30.54046667
M9PFK5	25.9568	26.22073333	25.77816667	25.34353333	24.77436667	26.1731	25.65413333	25.6667	24.6418
M9PFN0	26.97953333	26.55383333	26.64906667	26.22553333	25.75253333	27.2812	26.74953333	26.60566667	25.63016667
M9PFR6	29.64996667	29.85283333	28.57173333	29.61676667	28.4636	29.9089	29.7055	29.96833333	29.72323333
M9PFU5	28.5568	26.9325	24.7766	26.4297	28.12276667	25.34766667	27.56696667	26.5395	27.0663
M9PFZ1	30.42346667	29.65806667	30.5969	29.6948	30.1583	30.0451	30.92883333	31.00356667	30.86613333
M9PG15	29.9009	29.81046667	30.08873333	29.87363333	29.7919	30.04153333	29.5309	29.85966667	29.64723333
M9PGG2	28.98933333	28.98986667	28.23283333	28.80816667	28.24393333	28.71956667	28.75346667	28.3814	28.38696667
M9PGH7	30.71483333	31.42136667	30.37466667	31.2807	30.48093333	30.39613333	30.6518	30.38366667	30.71696667
M9PGI6	28.5642	28.6847	28.62583333	28.3221	29.12603333	28.20736667	27.9921	28.41846667	28.56643333
M9PGK3	27.35746667	27.3871	27.11076667	27.343	26.81063333	27.08843333	27.2493	27.51766667	27.27776667
M9PGK7	28.32926667	28.9289	27.91103333	29.13343333	28.84913333	28.82756667	28.21653333	28.1521	28.23343333
M9PGZ8	33.62203333	35.40776667	33.30133333	35.16393333	33.84613333	33.59593333	34.15016667	33.43333333	33.65716667
M9PHA0	26.48853333	26.52093333	26.41476667	26.6333	26.1533	26.75296667	27.1295	26.8175	26.73306667
M9PHH0	24.60783333	25.26226667	25.82233333	23.10096667	23.95613333	24.0239	25.75303333	26.2665	26.71806667
M9PHQ2	27.27723333	28.568	26.42273333	28.2467	26.45333333	28.40426667	28.06086667	28.3803	28.2507
M9PHT8	26.6344	27.916	25.34083333	26.35403333	23.92726667	27.2483	25.66566667	24.7687	25.3028
M9PHV4	27.15443333	27.11456667	26.10573333	26.9064	25.42063333	27.17593333	27.2953	28.0509	27.95713333
M9PHZ1	27.20666667	27.7141	26.987	27.56596667	26.79016667	26.74956667	26.9508	26.8027	26.93706667
M9PI41	28.65176667	28.18106667	27.64833333	27.85156667	28.3455	28.43223333	28.9972	28.9086	28.72746667
M9PIC9	29.55303333	30.4163	29.4116	29.97576667	29.5036	29.1784	29.9021	29.57533333	29.51653333
M9PIG4	28.30036667	27.3726	27.50113333	27.21316667	26.9558	28.28093333	28.1804	27.42866667	26.38373333
M9PJ28;Q5BI31	25.24716667	25.22096667	24.9836	24.9216	25.59433333	25.40363333	25.6857	26.49106667	25.3481
M9PJN5	25.98936667	26.44066667	25.4786	26.50026667	25.14356667	26.54406667	26.25563333	26.0823	26.1721
O01367	27.57093333	29.38196667	26.61586667	29.475	27.67916667	29.20526667	28.95823333	29.1437	29.14426667
O01404	25.1677	24.74016667	24.4949	24.5554	22.76493333	25.139	24.9686	24.20063333	24.04126667
O01666	31.96816667	31.8231	32.0796	31.80336667	31.66613333	32.0873	32.1148	32.37203333	32.645
O02193	29.73086667	29.88526667	29.9015	29.84233333	29.46163333	29.5186	29.5955	29.1382	29.0249
O02194	26.69563333	26.07063333	26.64713333	25.67603333	25.35916667	26.3538	26.03943333	25.93746667	25.55933333
O02195	28.26926667	28.6916	29.0908	28.38333333	29.80453333	29.32506667	29.2948	29.7064	29.4702
O02649	25.8777	25.7044	26.32916667	25.8694	26.3254	26.71853333	27.45176667	27.7701	27.92823333
O15971	29.8722	29.1584	29.65736667	29.24673333	29.4484	29.84096667	28.94076667	29.25416667	29.01636667
O16102	26.9245	26.39336667	27.23863333	26.77116667	26.85296667	26.56036667	26.71983333	26.8882	26.84256667
O16797	34.53146667	34.65636667	35.13573333	34.61256667	35.04673333	34.513	34.34136667	34.6472	35.03286667
O16810	30.3999	30.4575	30.0702	30.5723	30.2844	30.02326667	30.16596667	30.21203333	30.29683333
O16844	25.41986667	25.93113333	25.84483333	25.6836	26.11446667	25.90553333	25.5602	26.2374	26.29633333
O17432	26.54026667	25.96413333	26.3653	25.79816667	26.5656	26.7516	26.23813333	26.8972	26.52663333
O17445	33.07033333	32.35536667	33.84696667	32.6283	33.83776667	33.21733333	32.9462	33.1427	33.3906
O18332	32.49576667	31.9751	32.6436	32.1377	32.3548	32.52106667	32.11026667	32.52246667	32.45586667
O18333	31.8305	31.64783333	32.21986667	31.7995	31.9239	31.97353333	31.69923333	31.8579	31.70256667
O18334	30.93093333	30.8134	31.3846	31.02556667	31.4458	31.22406667	30.70196667	31.05436667	31.07436667
O18335	30.4617	29.71176667	30.61853333	29.88043333	29.3493	30.7374	30.14513333	29.86396667	29.4472
O18338	27.72726667	27.45726667	27.74023333	27.1855	26.99256667	27.61846667	27.60573333	27.45316667	27.137
O18373	27.42736667	27.20693333	26.8675	27.62753333	27.0203	27.24016667	28.10006667	27.62193333	27.27746667
O18388	29.58806667	29.43876667	29.50456667	29.7367	29.55916667	29.86916667	29.71786667	29.77296667	29.90453333
O18404	27.1641	27.07493333	27.559	27.17363333	27.4444	27.7455	27.97013333	28.11093333	28.1545
O18405	30.9021	31.17413333	31.43646667	31.01106667	31.29626667	30.8925	30.68423333	31.18603333	30.95646667
O18413	27.39676667	27.06846667	27.2773	26.6926	27.2558	27.6783	27.5546	27.77173333	27.16053333
O18475	23.80736667	26.1289	23.6059	24.64953333	23.01806667	25.02473333	24.10486667	23.78503333	24.84356667
O18640	32.59643333	32.52913333	32.7507	32.5135	32.77143333	32.5437	32.18786667	32.3546	32.57853333
O18645	25.92473333	26.2651	25.82273333	26.1533	27.04473333	26.2666	26.2232	25.8444	25.43276667
O44081	33.29233333	32.15876667	33.86996667	32.84176667	33.26383333	33.27953333	32.74486667	33.27873333	33.25296667
O44424	26.5734	27.41333333	26.422	26.85596667	26.20986667	26.17146667	27.10463333	26.92136667	27.09693333
O44434	27.56196667	27.543	27.57246667	27.35063333	27.27423333	27.65806667	27.98003333	28.30383333	28.45846667
O44437	27.40923333	28.04463333	27.7074	28.02816667	27.73906667	27.5422	28.49793333	28.06676667	27.92886667
O44783	29.18886667	28.54036667	28.3992	28.57596667	24.22223333	29.2082	28.65546667	28.24413333	26.20383333
O46036	29.91916667	30.0412	28.77776667	30.03526667	28.85246667	29.6743	29.66963333	29.71386667	29.80093333
O46037	27.41396667	26.3065	28.05796667	26.26563333	26.00586667	27.6463	27.10393333	26.67133333	24.722
O46048	31.03033333	31.39676667	30.35486667	31.19166667	30.3649	31.2004	31.0259	31.3157	31.21393333
O46050	31.14626667	30.86563333	31.65626667	30.64793333	31.76156667	30.51586667	31.43713333	32.76266667	33.43436667
O46067	24.9413	23.70906667	25.45186667	24.31633333	25.57116667	25.78483333	25.31536667	25.65693333	25.0726
O46072	31.9219	31.55306667	31.7947	32.04396667	31.6896	31.46906667	31.85333333	32.35736667	32.24083333
O46080	26.08636667	26.98756667	24.76696667	27.36973333	26.72726667	27.11706667	27.13126667	26.94163333	26.85766667
O46084	31.69406667	31.35063333	31.64303333	32.0058	32.06743333	31.74926667	31.62446667	31.69473333	31.9182
O46085	25.82543333	25.87376667	28.01066667	25.81553333	27.52266667	25.6133	26.65826667	26.4712	29.61293333
O46100	25.71506667	25.8204	26.0826	25.4016	25.61646667	26.08273333	25.2403	25.87703333	25.60503333
O46102	28.50956667	29.1258	27.66133333	28.96773333	27.5417	28.5019	28.7423	28.86676667	29.05556667
O46106	26.34603333	26.42466667	26.57926667	26.55893333	26.36946667	27.02136667	26.84376667	26.65656667	27.04883333
O46307	25.3827	25.12063333	25.51816667	24.53553333	25.41383333	24.7353	26.4451	26.65846667	27.3461
O61231	33.5385	33.37296667	33.83743333	33.48523333	34.11273333	33.27186667	33.07923333	33.0422	33.6316
O61305	24.34396667	23.96536667	24.69213333	23.65423333	24.2282	24.48363333	24.44596667	24.43773333	24.2548
O61307	33.20686667	33.02966667	33.33193333	32.91296667	30.70716667	33.7375	32.4859	32.3556	31.36973333
O61345	27.59256667	27.5866	27.91453333	27.5284	27.27723333	27.39183333	28.10293333	28.4941	28.81986667
O61360	31.0336	31.1457	31.06163333	31.0979	30.56526667	31.2304	30.77253333	30.68813333	30.64536667
O61444	25.58476667	24.7405	24.39876667	24.71383333	24.75406667	25.60033333	24.24446667	24.78243333	24.03933333
O61491	33.7389	34.12266667	32.0924	33.64233333	33.55193333	32.38193333	33.74746667	32.18983333	32.1394
O61492	34.0995	34.2802	32.87966667	33.93293333	33.87393333	33.08673333	34.00316667	32.86363333	32.7311
O61722	26.8498	25.5228	26.47063333	26.21076667	26.8736	26.79273333	26.82936667	26.8577	26.9994
O62530	29.19953333	29.07836667	29.40433333	29.5248	29.6086	29.29246667	29.23516667	28.5475	28.5967
O62602	25.40356667	24.45456667	24.82173333	23.86936667	24.89203333	24.65753333	24.70886667	24.01086667	24.2161
O62619	30.87316667	30.94733333	31.3215	30.5791	31.33026667	31.0204	30.49826667	30.52333333	29.68153333
O62621	29.5928	29.6462	30.21273333	29.55023333	30.24253333	29.74196667	29.41286667	29.4716	29.75003333
O76324	28.88146667	28.80636667	28.764	29.38736667	28.63616667	29.01906667	28.71473333	28.73013333	28.57373333
O76521	27.39856667	27.4459	27.515	27.72006667	27.6644	27.5869	27.40093333	27.40906667	27.5885
O76742	32.94656667	32.6678	33.22263333	32.74276667	32.58656667	33.1553	32.18523333	32.31126667	31.83256667
O76767	24.73433333	25.5426	24.19183333	23.73643333	25.89626667	24.90516667	23.80386667	24.01093333	23.9101
O76857	28.34536667	29.1567	27.95473333	29.20906667	28.26836667	28.12406667	28.49676667	28.26096667	28.42066667
O76863	26.8681	26.5332	26.61513333	26.4894	26.79346667	26.97106667	26.92603333	26.69836667	25.94153333
O76876	27.78766667	27.70136667	28.00613333	27.89733333	28.06313333	27.85593333	27.97683333	28.03423333	27.8837
O76896	24.7934	25.51073333	25.42983333	25.3284	25.385	25.45386667	24.7925	26.08453333	25.935
O76902	27.3125	26.9399	27.3729	26.2279	26.41083333	27.78936667	27.02966667	27.22543333	26.10313333
O76912	25.3307	26.49543333	24.88713333	26.44666667	26.57133333	26.74006667	26.89896667	25.6411	26.73523333
O76922	26.33506667	27.08503333	26.6639	26.9965	27.00316667	26.73386667	27.2424	26.65413333	26.5853
O76927	32.34453333	32.7692	31.17143333	32.027	30.69676667	32.2912	32.2226	32.84196667	32.9848
O76994	29.22756667	29.36756667	30.01776667	29.3801	29.26096667	28.92706667	29.3621	29.76183333	30.55973333
O77051	27.75966667	27.8257	27.34226667	27.55433333	27.39856667	27.66663333	27.73873333	28.2321	28.0133
O77086	24.22386667	23.5377	23.22893333	23.57783333	24.76253333	24.52773333	23.98176667	24.2423	24.37393333
O77134	27.91863333	27.81136667	27.61473333	27.70483333	26.14276667	27.48603333	28.83313333	27.98376667	28.06796667
O77237	26.6547	24.66513333	25.38333333	24.34876667	24.4894	26.0207	25.18983333	24.17063333	24.28353333
O77277	28.32026667	27.7596	27.7306	27.71036667	27.46206667	28.9646	28.4596	28.1352	27.73466667
O77410	30.36503333	30.78663333	31.29546667	30.652	32.15733333	31.62143333	31.50166667	32.22916667	32.21066667
O77430	26.71096667	26.871	25.15043333	26.98956667	26.35876667	26.3538	26.31083333	26.51246667	26.78553333
O77459	28.52933333	28.7387	27.81993333	28.60943333	27.68436667	28.1506	28.1003	28.157	27.91686667
O77460	31.4003	31.26323333	30.66363333	31.5787	30.74573333	31.10336667	30.7522	30.69366667	30.52713333
O77477	26.48633333	26.2447	27.10953333	26.5713	26.74606667	26.985	26.7565	27.20296667	27.19463333
O96395	29.57726667	29.97186667	30.24556667	30.34293333	28.44893333	29.7611	29.81303333	30.36556667	30.736
O96433	25.53436667	24.5058	24.04956667	24.70693333	24.46576667	24.55983333	24.47593333	24.4191	24.0164
O96651	26.64643333	26.76806667	27.0361	26.7082	27.06886667	26.76416667	26.49376667	26.9639	27.3027
O96689	29.7098	29.3529	29.3722	29.8038	29.552	29.47436667	29.38713333	29.5359	29.3952
O96692	29.65123333	29.25083333	29.5074	29.1842	28.4938	29.82363333	29.44766667	29.2985	29.0612
O96824	25.54793333	25.0303	25.46773333	24.6958	24.95896667	25.64573333	25.22566667	25.73703333	25.40186667
O96827	29.3065	29.2176	29.07496667	28.57076667	28.82246667	29.69713333	29.91783333	32.0838	31.86933333
O96880	23.56103333	23.79773333	23.94516667	24.3202	24.58006667	24.79416667	24.59973333	24.20703333	24.5831
